Protein.Group	Protein.Ids	Genes	Run	Precursor.Normalised
Zm00001d002184	Zm00001d002184		B73_TMT1_1	0.0
Zm00001d002185	Zm00001d002185		B73_TMT1_1	0.065842
Zm00001d002186	Zm00001d002186		B73_TMT1_1	0.0
Zm00001d002190	Zm00001d002190		B73_TMT1_1	0.0
Zm00001d002193	Zm00001d002193		B73_TMT1_1	0.049904
Zm00001d026352	Zm00001d026352		B73_TMT1_1	0.0
Zm00001d002234	Zm00001d002234		B73_TMT1_1	0.03585
Zm00001d002235	Zm00001d002235		B73_TMT1_1	0.0
Zm00001d002240	Zm00001d002240		B73_TMT1_1	0.051376
Zm00001d002241	Zm00001d002241		B73_TMT1_1	0.045391
Zm00001d002244	Zm00001d002244		B73_TMT1_1	0.068718
Zm00001d002246	Zm00001d002246		B73_TMT1_1	0.088917
Zm00001d002250	Zm00001d002250		B73_TMT1_1	0.0
Zm00001d026343	Zm00001d026343		B73_TMT1_1	0.077088
Zm00001d002256	Zm00001d002256		B73_TMT1_1	0.030327
Zm00001d002258	Zm00001d002258		B73_TMT1_1	0.078814
Zm00001d002259	Zm00001d002259		B73_TMT1_1	0.051787
Zm00001d002260	Zm00001d002260		B73_TMT1_1	0.0
Zm00001d002261	Zm00001d002261		B73_TMT1_1	0.072446
Zm00001d002267	Zm00001d002267		B73_TMT1_1	0.048446
Zm00001d002272	Zm00001d002272		B73_TMT1_1	0.078062
Zm00001d002274	Zm00001d002274		B73_TMT1_1	0.0
Zm00001d002275	Zm00001d002275		B73_TMT1_1	0.0951
Zm00001d002283	Zm00001d002283		B73_TMT1_1	0.0
Zm00001d002287	Zm00001d002287		B73_TMT1_1	0.0
Zm00001d002292	Zm00001d002292		B73_TMT1_1	0.070788
Zm00001d002295	Zm00001d002295		B73_TMT1_1	0.029906
Zm00001d002296	Zm00001d002296		B73_TMT1_1	0.076189
Zm00001d002313	Zm00001d002313		B73_TMT1_1	0.0
Zm00001d002314	Zm00001d002314		B73_TMT1_1	0.0
Zm00001d002315	Zm00001d002315		B73_TMT1_1	0.092551
Zm00001d002316	Zm00001d002316		B73_TMT1_1	0.067662
Zm00001d002323	Zm00001d002323		B73_TMT1_1	0.052523
Zm00001d002325	Zm00001d002325		B73_TMT1_1	0.066212
Zm00001d002326	Zm00001d002326		B73_TMT1_1	0.061477
Zm00001d002330	Zm00001d002330		B73_TMT1_1	0.05386
Zm00001d002332	Zm00001d002332		B73_TMT1_1	0.058091
Zm00001d002334	Zm00001d002334		B73_TMT1_1	0.074929
Zm00001d002338	Zm00001d002338		B73_TMT1_1	0.071562
Zm00001d002339	Zm00001d002339		B73_TMT1_1	0.078374
Zm00001d002340	Zm00001d002340		B73_TMT1_1	0.063824
Zm00001d002342	Zm00001d002342		B73_TMT1_1	0.066799
Zm00001d002343	Zm00001d002343		B73_TMT1_1	0.0
Zm00001d002344	Zm00001d002344		B73_TMT1_1	0.045122
Zm00001d002346	Zm00001d002346		B73_TMT1_1	0.043049
Zm00001d002349	Zm00001d002349		B73_TMT1_1	0.0
Zm00001d002351	Zm00001d002351		B73_TMT1_1	0.055834
Zm00001d002352	Zm00001d002352		B73_TMT1_1	0.059572
Zm00001d002353	Zm00001d002353		B73_TMT1_1	0.028191
Zm00001d002356	Zm00001d002356		B73_TMT1_1	0.083613
Zm00001d002357	Zm00001d002357		B73_TMT1_1	0.0
Zm00001d002358	Zm00001d002358		B73_TMT1_1	0.057465
Zm00001d002359	Zm00001d002359		B73_TMT1_1	0.0
Zm00001d002360	Zm00001d002360		B73_TMT1_1	0.11683
Zm00001d002362	Zm00001d002362		B73_TMT1_1	0.046181
Zm00001d026271	Zm00001d026271		B73_TMT1_1	0.0
Zm00001d002365	Zm00001d002365		B73_TMT1_1	0.057608
Zm00001d002366	Zm00001d002366		B73_TMT1_1	0.063917
Zm00001d002369	Zm00001d002369		B73_TMT1_1	0.081466
Zm00001d002370	Zm00001d002370		B73_TMT1_1	0.0
Zm00001d026267	Zm00001d026267		B73_TMT1_1	0.062848
Zm00001d002373	Zm00001d002373		B73_TMT1_1	0.057462
Zm00001d002374	Zm00001d002374		B73_TMT1_1	0.0
Zm00001d002377	Zm00001d002377		B73_TMT1_1	0.097012
Zm00001d002381	Zm00001d002381		B73_TMT1_1	0.0
Zm00001d026261	Zm00001d026261		B73_TMT1_1	0.0
Zm00001d002384	Zm00001d002384		B73_TMT1_1	0.053054
Zm00001d002385	Zm00001d002385		B73_TMT1_1	0.0
Zm00001d002386	Zm00001d002386		B73_TMT1_1	0.065473
Zm00001d002388	Zm00001d002388		B73_TMT1_1	0.072509
Zm00001d002390	Zm00001d002390		B73_TMT1_1	0.12781
Zm00001d002391	Zm00001d002391		B73_TMT1_1	0.0
Zm00001d002395	Zm00001d002395		B73_TMT1_1	0.073336
Zm00001d002396	Zm00001d002396		B73_TMT1_1	0.037008
Zm00001d002403	Zm00001d002403		B73_TMT1_1	0.051581
Zm00001d002405	Zm00001d002405		B73_TMT1_1	0.0
Zm00001d002408	Zm00001d002408		B73_TMT1_1	0.040667
Zm00001d002410	Zm00001d002410		B73_TMT1_1	0.0
Zm00001d002422	Zm00001d002422		B73_TMT1_1	0.046124
Zm00001d002423	Zm00001d002423		B73_TMT1_1	0.056198
Zm00001d002426	Zm00001d002426		B73_TMT1_1	0.033631
Zm00001d002428	Zm00001d002428		B73_TMT1_1	0.053259
Zm00001d002434	Zm00001d002434		B73_TMT1_1	0.17152
Zm00001d002436	Zm00001d002436		B73_TMT1_1	0.12289
Zm00001d002440	Zm00001d002440		B73_TMT1_1	0.072124
Zm00001d002450	Zm00001d002450		B73_TMT1_1	0.078044
Zm00001d002454	Zm00001d002454		B73_TMT1_1	0.04898
Zm00001d026212	Zm00001d026212		B73_TMT1_1	0.07003
Zm00001d002458	Zm00001d002458		B73_TMT1_1	0.0
Zm00001d002463	Zm00001d002463		B73_TMT1_1	0.0
Zm00001d002475	Zm00001d002475		B73_TMT1_1	0.072374
Zm00001d002478	Zm00001d002478		B73_TMT1_1	0.07687
Zm00001d002479	Zm00001d002479		B73_TMT1_1	0.22487
Zm00001d002483	Zm00001d002483		B73_TMT1_1	0.0
Zm00001d002485	Zm00001d002485		B73_TMT1_1	0.069486
Zm00001d002490	Zm00001d002490		B73_TMT1_1	0.045507
Zm00001d002495	Zm00001d002495		B73_TMT1_1	0.0
Zm00001d002496	Zm00001d002496		B73_TMT1_1	0.056295
Zm00001d002503	Zm00001d002503		B73_TMT1_1	0.085352
Zm00001d002511	Zm00001d002511		B73_TMT1_1	0.066682
Zm00001d002523	Zm00001d002523		B73_TMT1_1	0.037554
Zm00001d002537	Zm00001d002537		B73_TMT1_1	0.0
Zm00001d002538	Zm00001d002538		B73_TMT1_1	0.078177
Zm00001d002540	Zm00001d002540		B73_TMT1_1	0.091881
Zm00001d002543	Zm00001d002543		B73_TMT1_1	0.043273
Zm00001d002548	Zm00001d002548		B73_TMT1_1	0.051192
Zm00001d002554	Zm00001d002554		B73_TMT1_1	0.0
Zm00001d002567	Zm00001d002567		B73_TMT1_1	0.0
Zm00001d002580	Zm00001d002580		B73_TMT1_1	0.081544
Zm00001d002585	Zm00001d002585		B73_TMT1_1	0.082651
Zm00001d002589	Zm00001d002589		B73_TMT1_1	0.0
Zm00001d002590	Zm00001d002590		B73_TMT1_1	0.045699
Zm00001d002595	Zm00001d002595		B73_TMT1_1	0.090944
Zm00001d002598	Zm00001d002598		B73_TMT1_1	0.067776
Zm00001d002599	Zm00001d002599		B73_TMT1_1	0.080751
Zm00001d002601	Zm00001d002601		B73_TMT1_1	0.046016
Zm00001d002602	Zm00001d002602		B73_TMT1_1	0.057112
Zm00001d002603	Zm00001d002603		B73_TMT1_1	0.090837
Zm00001d002607	Zm00001d002607		B73_TMT1_1	0.039385
Zm00001d002609	Zm00001d002609		B73_TMT1_1	0.0
Zm00001d002611	Zm00001d002611		B73_TMT1_1	0.092602
Zm00001d002613	Zm00001d002613		B73_TMT1_1	0.046033
Zm00001d002615	Zm00001d002615		B73_TMT1_1	0.087237
Zm00001d002617	Zm00001d002617		B73_TMT1_1	0.084198
Zm00001d002625	Zm00001d002625		B73_TMT1_1	0.059713
Zm00001d002630	Zm00001d002630		B73_TMT1_1	0.055348
Zm00001d002631	Zm00001d002631		B73_TMT1_1	0.0
Zm00001d002632	Zm00001d002632		B73_TMT1_1	0.10972
Zm00001d002639	Zm00001d002639		B73_TMT1_1	0.069198
Zm00001d002640	Zm00001d002640		B73_TMT1_1	0.058804
Zm00001d002644	Zm00001d002644		B73_TMT1_1	0.071062
Zm00001d002650	Zm00001d002650		B73_TMT1_1	0.055934
Zm00001d052281	Zm00001d052281		B73_TMT1_1	0.0
Zm00001d002656	Zm00001d002656		B73_TMT1_1	0.0
Zm00001d002658	Zm00001d002658		B73_TMT1_1	0.040052
Zm00001d002659	Zm00001d002659		B73_TMT1_1	0.048636
Zm00001d002668	Zm00001d002668		B73_TMT1_1	0.091566
Zm00001d002676	Zm00001d002676		B73_TMT1_1	0.077484
Zm00001d002677	Zm00001d002677		B73_TMT1_1	0.067474
Zm00001d002678	Zm00001d002678		B73_TMT1_1	0.049961
Zm00001d002680	Zm00001d002680		B73_TMT1_1	0.076452
Zm00001d002682	Zm00001d002682		B73_TMT1_1	0.06113
Zm00001d002685	Zm00001d002685		B73_TMT1_1	0.052108
Zm00001d002687	Zm00001d002687		B73_TMT1_1	0.0
Zm00001d002690	Zm00001d002690		B73_TMT1_1	0.077615
Zm00001d002693	Zm00001d002693		B73_TMT1_1	0.012736
Zm00001d002694	Zm00001d002694		B73_TMT1_1	0.071395
Zm00001d002695	Zm00001d002695		B73_TMT1_1	0.0
Zm00001d002704	Zm00001d002704		B73_TMT1_1	0.081366
Zm00001d002705	Zm00001d002705		B73_TMT1_1	0.0
Zm00001d002707	Zm00001d002707		B73_TMT1_1	0.0
Zm00001d002708	Zm00001d002708		B73_TMT1_1	0.0
Zm00001d002711	Zm00001d002711		B73_TMT1_1	0.063125
Zm00001d002714	Zm00001d002714		B73_TMT1_1	0.08569
Zm00001d002715	Zm00001d002715		B73_TMT1_1	0.064081
Zm00001d002716	Zm00001d002716		B73_TMT1_1	0.067107
Zm00001d002721	Zm00001d002721		B73_TMT1_1	0.028423
Zm00001d002734	Zm00001d002734		B73_TMT1_1	0.056741
Zm00001d002751	Zm00001d002751		B73_TMT1_1	0.053676
Zm00001d002768	Zm00001d002768		B73_TMT1_1	0.01411
Zm00001d002770	Zm00001d002770		B73_TMT1_1	0.061758
Zm00001d002775	Zm00001d002775		B73_TMT1_1	0.097541
Zm00001d002776	Zm00001d002776		B73_TMT1_1	0.0
Zm00001d002781	Zm00001d002781		B73_TMT1_1	0.056277
Zm00001d002783	Zm00001d002783		B73_TMT1_1	0.068382
Zm00001d002789	Zm00001d002789		B73_TMT1_1	0.053999
Zm00001d002791	Zm00001d002791		B73_TMT1_1	0.0
Zm00001d002796	Zm00001d002796		B73_TMT1_1	0.047209
Zm00001d002798	Zm00001d002798		B73_TMT1_1	0.063816
Zm00001d002801	Zm00001d002801		B73_TMT1_1	0.06723
Zm00001d002810	Zm00001d002810		B73_TMT1_1	0.094162
Zm00001d002812	Zm00001d002812		B73_TMT1_1	0.073347
Zm00001d002815	Zm00001d002815		B73_TMT1_1	0.03041
Zm00001d002819	Zm00001d002819		B73_TMT1_1	0.0
Zm00001d002822	Zm00001d002822		B73_TMT1_1	0.035899
Zm00001d002823	Zm00001d002823		B73_TMT1_1	0.082758
Zm00001d002824	Zm00001d002824		B73_TMT1_1	0.06412
Zm00001d002827	Zm00001d002827		B73_TMT1_1	0.0
Zm00001d002830	Zm00001d002830		B73_TMT1_1	0.0
Zm00001d002842	Zm00001d002842		B73_TMT1_1	0.05904
Zm00001d002844	Zm00001d002844		B73_TMT1_1	0.031825
Zm00001d002847	Zm00001d002847		B73_TMT1_1	0.10774
Zm00001d002848	Zm00001d002848		B73_TMT1_1	0.059702
Zm00001d002850	Zm00001d002850		B73_TMT1_1	0.0
Zm00001d002853	Zm00001d002853		B73_TMT1_1	0.072755
Zm00001d002854	Zm00001d002854		B73_TMT1_1	0.054875
Zm00001d002857	Zm00001d002857		B73_TMT1_1	0.0
Zm00001d002864	Zm00001d002864		B73_TMT1_1	0.0
Zm00001d002868	Zm00001d002868		B73_TMT1_1	0.067791
Zm00001d002871	Zm00001d002871		B73_TMT1_1	0.04583
Zm00001d002873	Zm00001d002873		B73_TMT1_1	0.0
Zm00001d002878	Zm00001d002878		B73_TMT1_1	0.091116
Zm00001d002880	Zm00001d002880		B73_TMT1_1	0.070096
Zm00001d002881	Zm00001d002881		B73_TMT1_1	0.0
Zm00001d002882	Zm00001d002882		B73_TMT1_1	0.0
Zm00001d002884	Zm00001d002884		B73_TMT1_1	0.0
Zm00001d002889	Zm00001d002889		B73_TMT1_1	0.068818
Zm00001d002897	Zm00001d002897		B73_TMT1_1	0.10735
Zm00001d002898	Zm00001d002898		B73_TMT1_1	0.14519
Zm00001d002899	Zm00001d002899		B73_TMT1_1	0.15711
Zm00001d002901	Zm00001d002901		B73_TMT1_1	0.10227
Zm00001d002902	Zm00001d002902		B73_TMT1_1	0.0
Zm00001d002906	Zm00001d002906		B73_TMT1_1	0.075058
Zm00001d020152	Zm00001d020152		B73_TMT1_1	0.071415
Zm00001d002919	Zm00001d002919		B73_TMT1_1	0.070045
Zm00001d002925	Zm00001d002925		B73_TMT1_1	0.075744
Zm00001d002936	Zm00001d002936		B73_TMT1_1	0.076138
Zm00001d002938	Zm00001d002938		B73_TMT1_1	0.0
Zm00001d002939	Zm00001d002939		B73_TMT1_1	0.035262
Zm00001d002941	Zm00001d002941		B73_TMT1_1	0.0
Zm00001d002942	Zm00001d002942		B73_TMT1_1	0.081972
Zm00001d002943	Zm00001d002943		B73_TMT1_1	0.0
Zm00001d002944	Zm00001d002944		B73_TMT1_1	0.071982
Zm00001d002950	Zm00001d002950		B73_TMT1_1	0.063469
Zm00001d002952	Zm00001d002952		B73_TMT1_1	0.031232
Zm00001d002953	Zm00001d002953		B73_TMT1_1	0.048045
Zm00001d002954	Zm00001d002954		B73_TMT1_1	0.077255
Zm00001d002956	Zm00001d002956		B73_TMT1_1	0.0
Zm00001d002960	Zm00001d002960		B73_TMT1_1	0.090813
Zm00001d002961	Zm00001d002961		B73_TMT1_1	0.065009
Zm00001d002962	Zm00001d002962		B73_TMT1_1	0.0
Zm00001d002964	Zm00001d002964		B73_TMT1_1	0.092966
Zm00001d002965	Zm00001d002965		B73_TMT1_1	0.0
Zm00001d002966	Zm00001d002966		B73_TMT1_1	0.069315
Zm00001d002967	Zm00001d002967		B73_TMT1_1	0.069249
Zm00001d002969	Zm00001d002969		B73_TMT1_1	0.070758
Zm00001d002971	Zm00001d002971		B73_TMT1_1	0.0
Zm00001d002974	Zm00001d002974		B73_TMT1_1	0.0
Zm00001d002978	Zm00001d002978		B73_TMT1_1	0.077014
Zm00001d002980	Zm00001d002980		B73_TMT1_1	0.070345
Zm00001d002991	Zm00001d002991		B73_TMT1_1	0.07243
Zm00001d002993	Zm00001d002993		B73_TMT1_1	0.034693
Zm00001d003002	Zm00001d003002		B73_TMT1_1	0.0
Zm00001d003006	Zm00001d003006		B73_TMT1_1	0.12251
Zm00001d003007	Zm00001d003007		B73_TMT1_1	0.065549
Zm00001d003015	Zm00001d003015		B73_TMT1_1	0.088775
Zm00001d003016	Zm00001d003016		B73_TMT1_1	0.10134
Zm00001d003017	Zm00001d003017		B73_TMT1_1	0.09669
Zm00001d003031	Zm00001d003031		B73_TMT1_1	0.0
Zm00001d003033	Zm00001d003033		B73_TMT1_1	0.083901
Zm00001d003035	Zm00001d003035		B73_TMT1_1	0.0
Zm00001d003040	Zm00001d003040		B73_TMT1_1	0.0
Zm00001d003041	Zm00001d003041		B73_TMT1_1	0.056178
Zm00001d003044	Zm00001d003044		B73_TMT1_1	0.055389
Zm00001d003046	Zm00001d003046		B73_TMT1_1	0.0
Zm00001d003049	Zm00001d003049		B73_TMT1_1	0.067757
Zm00001d003057	Zm00001d003057		B73_TMT1_1	0.039545
Zm00001d003058	Zm00001d003058		B73_TMT1_1	0.057456
Zm00001d003059	Zm00001d003059		B73_TMT1_1	0.036226
Zm00001d003062	Zm00001d003062		B73_TMT1_1	0.055355
Zm00001d003066	Zm00001d003066		B73_TMT1_1	0.058759
Zm00001d003071	Zm00001d003071		B73_TMT1_1	0.056113
Zm00001d003076	Zm00001d003076		B73_TMT1_1	0.0
Zm00001d003081	Zm00001d003081		B73_TMT1_1	0.13
Zm00001d003083	Zm00001d003083		B73_TMT1_1	0.071617
Zm00001d003084	Zm00001d003084		B73_TMT1_1	0.079228
Zm00001d003085	Zm00001d003085		B73_TMT1_1	0.062259
Zm00001d003086	Zm00001d003086		B73_TMT1_1	0.0
Zm00001d003087	Zm00001d003087		B73_TMT1_1	0.061218
Zm00001d003091	Zm00001d003091		B73_TMT1_1	0.0
Zm00001d003101	Zm00001d003101		B73_TMT1_1	0.0
Zm00001d003102	Zm00001d003102		B73_TMT1_1	0.091642
Zm00001d003104	Zm00001d003104		B73_TMT1_1	0.054127
Zm00001d003106	Zm00001d003106		B73_TMT1_1	0.071903
Zm00001d003108	Zm00001d003108		B73_TMT1_1	0.065789
Zm00001d003119	Zm00001d003119		B73_TMT1_1	0.090553
Zm00001d003123	Zm00001d003123		B73_TMT1_1	0.064339
Zm00001d003124	Zm00001d003124		B73_TMT1_1	0.057287
Zm00001d003127	Zm00001d003127		B73_TMT1_1	0.079267
Zm00001d003128	Zm00001d003128		B73_TMT1_1	0.0
Zm00001d003140	Zm00001d003140		B73_TMT1_1	0.0
Zm00001d003144	Zm00001d003144		B73_TMT1_1	0.0
Zm00001d003147	Zm00001d003147		B73_TMT1_1	0.079845
Zm00001d003148	Zm00001d003148		B73_TMT1_1	0.061825
Zm00001d003161	Zm00001d003161		B73_TMT1_1	0.050331
Zm00001d003164	Zm00001d003164		B73_TMT1_1	0.068692
Zm00001d003166	Zm00001d003166		B73_TMT1_1	0.075129
Zm00001d003174	Zm00001d003174		B73_TMT1_1	0.044462
Zm00001d003180	Zm00001d003180		B73_TMT1_1	0.067411
Zm00001d003181	Zm00001d003181		B73_TMT1_1	0.071093
Zm00001d003182	Zm00001d003182		B73_TMT1_1	0.061006
Zm00001d003185	Zm00001d003185		B73_TMT1_1	0.0
Zm00001d003186	Zm00001d003186		B73_TMT1_1	0.083803
Zm00001d003187	Zm00001d003187		B73_TMT1_1	0.0
Zm00001d003188	Zm00001d003188		B73_TMT1_1	0.0
Zm00001d003190	Zm00001d003190		B73_TMT1_1	0.04901
Zm00001d025752	Zm00001d025752		B73_TMT1_1	0.0
Zm00001d003196	Zm00001d003196		B73_TMT1_1	0.0
Zm00001d003198	Zm00001d003198		B73_TMT1_1	0.054467
Zm00001d003199	Zm00001d003199		B73_TMT1_1	0.0
Zm00001d003203	Zm00001d003203		B73_TMT1_1	0.0
Zm00001d003209	Zm00001d003209		B73_TMT1_1	0.07111
Zm00001d003212	Zm00001d003212		B73_TMT1_1	0.0
Zm00001d003214	Zm00001d003214		B73_TMT1_1	0.056443
Zm00001d003220	Zm00001d003220		B73_TMT1_1	0.068869
Zm00001d003227	Zm00001d003227		B73_TMT1_1	0.077
Zm00001d003235	Zm00001d003235		B73_TMT1_1	0.07372
Zm00001d003242	Zm00001d003242		B73_TMT1_1	0.06453
Zm00001d003245	Zm00001d003245		B73_TMT1_1	0.06273
Zm00001d003246	Zm00001d003246		B73_TMT1_1	0.0
Zm00001d003247	Zm00001d003247		B73_TMT1_1	0.10052
Zm00001d003251	Zm00001d003251		B73_TMT1_1	0.0
Zm00001d003252	Zm00001d003252		B73_TMT1_1	0.078191
Zm00001d003254	Zm00001d003254		B73_TMT1_1	0.075128
Zm00001d003256	Zm00001d003256		B73_TMT1_1	0.0
Zm00001d003257	Zm00001d003257		B73_TMT1_1	0.067263
Zm00001d003258	Zm00001d003258		B73_TMT1_1	0.072383
Zm00001d003259	Zm00001d003259		B73_TMT1_1	0.0
Zm00001d003262	Zm00001d003262		B73_TMT1_1	0.048464
Zm00001d003265	Zm00001d003265		B73_TMT1_1	0.091952
Zm00001d003266	Zm00001d003266		B73_TMT1_1	0.038357
Zm00001d003268	Zm00001d003268		B73_TMT1_1	0.10094
Zm00001d003271	Zm00001d003271		B73_TMT1_1	0.064193
Zm00001d003274	Zm00001d003274		B73_TMT1_1	0.0
Zm00001d003276	Zm00001d003276		B73_TMT1_1	0.0
Zm00001d003277	Zm00001d003277		B73_TMT1_1	0.081642
Zm00001d003281	Zm00001d003281		B73_TMT1_1	0.055482
Zm00001d003283	Zm00001d003283		B73_TMT1_1	0.0
Zm00001d003284	Zm00001d003284		B73_TMT1_1	0.069089
Zm00001d003288	Zm00001d003288		B73_TMT1_1	0.070399
Zm00001d003291	Zm00001d003291		B73_TMT1_1	0.06962
Zm00001d003294	Zm00001d003294		B73_TMT1_1	0.0
Zm00001d003302	Zm00001d003302		B73_TMT1_1	0.058884
Zm00001d003304	Zm00001d003304		B73_TMT1_1	0.0
Zm00001d003306	Zm00001d003306		B73_TMT1_1	0.051981
Zm00001d003308	Zm00001d003308		B73_TMT1_1	0.058353
Zm00001d003309	Zm00001d003309		B73_TMT1_1	0.075431
Zm00001d003311	Zm00001d003311		B73_TMT1_1	0.06614
Zm00001d030994	Zm00001d030994		B73_TMT1_1	0.0
Zm00001d003329	Zm00001d003329		B73_TMT1_1	0.0
Zm00001d050916	Zm00001d050916		B73_TMT1_1	0.056398
Zm00001d003369	Zm00001d003369		B73_TMT1_1	0.047121
Zm00001d003372	Zm00001d003372		B73_TMT1_1	0.077575
Zm00001d003379	Zm00001d003379		B73_TMT1_1	0.032261
Zm00001d003380	Zm00001d003380		B73_TMT1_1	0.015349
Zm00001d003381	Zm00001d003381		B73_TMT1_1	0.067988
Zm00001d003382	Zm00001d003382		B73_TMT1_1	0.0
Zm00001d003393	Zm00001d003393		B73_TMT1_1	0.080411
Zm00001d003394	Zm00001d003394		B73_TMT1_1	0.059787
Zm00001d003395	Zm00001d003395		B73_TMT1_1	0.06015
Zm00001d003398	Zm00001d003398		B73_TMT1_1	0.023645
Zm00001d003399	Zm00001d003399		B73_TMT1_1	0.042497
Zm00001d003401	Zm00001d003401		B73_TMT1_1	0.079852
Zm00001d003404	Zm00001d003404		B73_TMT1_1	0.037306
Zm00001d003406	Zm00001d003406		B73_TMT1_1	0.073779
Zm00001d003411	Zm00001d003411		B73_TMT1_1	0.040685
Zm00001d003415	Zm00001d003415		B73_TMT1_1	0.076878
Zm00001d003423	Zm00001d003423		B73_TMT1_1	0.082632
Zm00001d003426	Zm00001d003426		B73_TMT1_1	0.051379
Zm00001d003427	Zm00001d003427		B73_TMT1_1	0.069956
Zm00001d003429	Zm00001d003429		B73_TMT1_1	0.031372
Zm00001d003430	Zm00001d003430		B73_TMT1_1	0.05179
Zm00001d003431	Zm00001d003431		B73_TMT1_1	0.034041
Zm00001d003432	Zm00001d003432		B73_TMT1_1	0.088926
Zm00001d003434	Zm00001d003434		B73_TMT1_1	0.09439
Zm00001d003446	Zm00001d003446		B73_TMT1_1	0.068338
Zm00001d003448	Zm00001d003448		B73_TMT1_1	0.068668
Zm00001d003457	Zm00001d003457		B73_TMT1_1	0.065312
Zm00001d003459	Zm00001d003459		B73_TMT1_1	0.048192
Zm00001d003460	Zm00001d003460		B73_TMT1_1	0.075051
Zm00001d003462	Zm00001d003462		B73_TMT1_1	0.089537
Zm00001d003464	Zm00001d003464		B73_TMT1_1	0.049522
Zm00001d003468	Zm00001d003468		B73_TMT1_1	0.04347
Zm00001d003470	Zm00001d003470		B73_TMT1_1	0.050101
Zm00001d003476	Zm00001d003476		B73_TMT1_1	0.1084
Zm00001d003477	Zm00001d003477		B73_TMT1_1	0.0
Zm00001d045475	Zm00001d045475		B73_TMT1_1	0.047335
Zm00001d003494	Zm00001d003494		B73_TMT1_1	0.098702
Zm00001d003495	Zm00001d003495		B73_TMT1_1	0.072538
Zm00001d003500	Zm00001d003500		B73_TMT1_1	0.080386
Zm00001d003504	Zm00001d003504		B73_TMT1_1	0.0
Zm00001d003509	Zm00001d003509		B73_TMT1_1	0.0
Zm00001d003512	Zm00001d003512		B73_TMT1_1	0.040061
Zm00001d003513	Zm00001d003513		B73_TMT1_1	0.028857
Zm00001d003515	Zm00001d003515		B73_TMT1_1	0.042397
Zm00001d003518	Zm00001d003518		B73_TMT1_1	0.0
Zm00001d003522	Zm00001d003522		B73_TMT1_1	0.071573
Zm00001d003524	Zm00001d003524		B73_TMT1_1	0.12493
Zm00001d003525	Zm00001d003525		B73_TMT1_1	0.0
Zm00001d003531	Zm00001d003531		B73_TMT1_1	0.027452
Zm00001d003533	Zm00001d003533		B73_TMT1_1	0.065772
Zm00001d003552	Zm00001d003552		B73_TMT1_1	0.0
Zm00001d003554	Zm00001d003554		B73_TMT1_1	0.18234
Zm00001d003556	Zm00001d003556		B73_TMT1_1	0.072198
Zm00001d003559	Zm00001d003559		B73_TMT1_1	0.050294
Zm00001d003566	Zm00001d003566		B73_TMT1_1	0.066275
Zm00001d003584	Zm00001d003584		B73_TMT1_1	0.0
Zm00001d003588	Zm00001d003588		B73_TMT1_1	0.070004
Zm00001d003589	Zm00001d003589		B73_TMT1_1	0.045301
Zm00001d003590	Zm00001d003590		B73_TMT1_1	0.080866
Zm00001d003602	Zm00001d003602		B73_TMT1_1	0.068345
Zm00001d003611	Zm00001d003611		B73_TMT1_1	0.056033
Zm00001d003612	Zm00001d003612		B73_TMT1_1	0.04172
Zm00001d003613	Zm00001d003613		B73_TMT1_1	0.048918
Zm00001d003616	Zm00001d003616		B73_TMT1_1	0.064015
Zm00001d003621	Zm00001d003621		B73_TMT1_1	0.072602
Zm00001d003632	Zm00001d003632		B73_TMT1_1	0.050433
Zm00001d003640	Zm00001d003640		B73_TMT1_1	0.0
Zm00001d003643	Zm00001d003643		B73_TMT1_1	0.074481
Zm00001d003644	Zm00001d003644		B73_TMT1_1	0.0
Zm00001d003652	Zm00001d003652		B73_TMT1_1	0.093191
Zm00001d003654	Zm00001d003654		B73_TMT1_1	0.0
Zm00001d003655	Zm00001d003655		B73_TMT1_1	0.056941
Zm00001d003658	Zm00001d003658		B73_TMT1_1	0.070846
Zm00001d003659	Zm00001d003659		B73_TMT1_1	0.064722
Zm00001d003660	Zm00001d003660		B73_TMT1_1	0.067007
Zm00001d003663	Zm00001d003663		B73_TMT1_1	0.050844
Zm00001d003664	Zm00001d003664		B73_TMT1_1	0.068085
Zm00001d003668	Zm00001d003668		B73_TMT1_1	0.096124
Zm00001d003669	Zm00001d003669		B73_TMT1_1	0.0
Zm00001d003671	Zm00001d003671		B73_TMT1_1	0.047293
Zm00001d003672	Zm00001d003672		B73_TMT1_1	0.063347
Zm00001d003673	Zm00001d003673		B73_TMT1_1	0.076156
Zm00001d003676	Zm00001d003676		B73_TMT1_1	0.029876
Zm00001d028622	Zm00001d028622		B73_TMT1_1	0.083645
Zm00001d003684	Zm00001d003684		B73_TMT1_1	0.055086
Zm00001d003685	Zm00001d003685		B73_TMT1_1	0.065435
Zm00001d003702	Zm00001d003702		B73_TMT1_1	0.048067
Zm00001d052536	Zm00001d052536		B73_TMT1_1	0.10398
Zm00001d003707	Zm00001d003707		B73_TMT1_1	0.10457
Zm00001d003709	Zm00001d003709		B73_TMT1_1	0.0
Zm00001d003712	Zm00001d003712		B73_TMT1_1	0.058343
Zm00001d003713	Zm00001d003713		B73_TMT1_1	0.0
Zm00001d003715	Zm00001d003715		B73_TMT1_1	0.0
Zm00001d050697	Zm00001d050697		B73_TMT1_1	0.03976
Zm00001d003751	Zm00001d003751		B73_TMT1_1	0.07286
